word_1,word_2,condition,WUP_score,correct_incorrect,key_pressed,response_status,reaction_time,age_list,participant_id
tennis,rsocce,3,0.0,0,n,1,1991.157054901123,22,2
guitar,voilin,2,0.0,0,0,2,2000.0,22,2
tea,coffee,1,0.89,1,y,1,181.74004554748532,22,2
tennis,soccer,1,0.75,1,y,1,1621.3548183441162,22,2
shirt,tersuor,2,0.0,0,0,2,2000.0,22,2
tongue,muslce,2,0.0,0,y,0,1630.2330493927002,22,2
tea,bicycle,4,0.25,1,y,1,1009.7601413726808,22,2
shirt,trouser,1,0.9,1,y,1,1165.0488376617434,22,2
office,jelly,4,0.24,1,y,1,1052.3231029510498,22,2
truck,ilevehc,3,0.0,0,n,1,1028.7649631500244,22,2
chocolate,ibcstui,3,0.0,0,n,1,947.3052024841307,22,2
truck,paper,4,0.24,1,y,1,910.2561473846436,22,2
bread,utrtbe,3,0.0,0,y,0,1232.7520847320554,22,2
blood,ptaelelt,2,0.0,0,y,0,1489.2058372497559,22,2
bread,buettr,2,0.0,0,y,0,1111.968994140625,22,2
truck,vehicle,1,0.8,1,y,1,1353.0371189117434,22,2
chocolate,diary,4,0.27,1,y,1,1044.5959568023684,22,2
engine,tairn,2,0.0,0,n,1,1052.5379180908203,22,2
photo,burger,4,0.42,1,y,1,1388.9310359954834,22,2
bread,butter,1,0.75,1,y,1,1203.4239768981936,22,2
virus,riatcaeb,3,0.0,0,n,1,909.3830585479736,22,2
virus,bacteria,1,0.88,1,y,1,1285.1500511169436,22,2
bread,laptop,4,0.2,1,y,1,1377.4049282073975,22,2
doctor,nurse,1,0.87,1,y,1,1205.2831649780271,22,2
virus,bieracta,2,0.0,0,n,1,1316.920042037964,22,2
phone,rdaio,2,0.0,0,n,1,1388.5481357574465,22,2
tongue,selmuc,3,0.0,0,n,1,1847.0449447631838,22,2
engine,tnria,3,0.0,0,n,1,1154.6790599822998,22,2
chocolate,bcsiiut,2,0.0,0,n,1,1329.6258449554446,22,2
hotel,bbloy,3,0.0,0,n,1,1195.1160430908205,22,2
photo,raacem,3,0.0,0,n,1,1284.8360538482664,22,2
phone,adior,3,0.0,0,n,1,1539.4909381866455,22,2
tennis,scocer,2,0.0,0,y,0,1476.9189357757568,22,2
engine,skeleton,4,0.12,1,y,1,1665.282964706421,22,2
fruit,rneaog,3,0.0,0,y,0,1337.7549648284912,22,2
blood,skirt,4,0.27,1,y,1,1752.277135848999,22,2
guitar,lemon,4,0.36,1,y,1,1377.1800994873047,22,2
virus,bottle,4,0.47,1,y,1,1013.0038261413574,22,2
photo,cmarea,2,0.0,0,n,1,1081.9189548492434,22,2
phone,radio,1,0.63,1,0,2,2000.0,22,2
office,caihr,2,0.0,0,y,0,1234.8020076751711,22,2
insect,ttemier,3,0.0,0,y,0,1711.609125137329,22,2
guitar,violin,1,0.86,1,y,1,1840.2600288391116,22,2
blood,platelet,1,0.53,1,n,0,1722.5258350372314,22,2
office,iahcr,3,0.0,0,n,1,1447.3578929901125,22,2
insect,termite,1,0.95,1,y,1,1631.8018436431885,22,2
cloth,aeprpal,2,0.0,0,n,1,1049.6208667755127,22,2
tongue,muscle,1,0.8,1,y,1,1384.876012802124,22,2
chocolate,biscuit,1,0.59,1,y,1,1208.5700035095215,22,2
cloth,charger,4,0.33,1,y,1,1537.4481678009033,22,2
shirt,ueortrs,3,0.0,0,n,1,1145.5838680267336,22,2
guitar,iovlni,3,0.0,0,n,1,1585.4930877685547,22,2
tennis,mouse,4,0.09,1,y,1,1695.957899093628,22,2
photo,camera,1,0.59,1,y,1,1144.5178985595705,22,2
doctor,shampoo,4,0.21,1,y,1,1313.838005065918,22,2
fruit,orange,1,0.86,1,y,1,1144.968032836914,22,2
fruit,ongrae,2,0.0,0,n,1,1411.1580848693848,22,2
insect,lunch,4,0.22,1,y,1,1681.3161373138428,22,2
hotel,onion,4,0.44,1,n,0,1097.6569652557373,22,2
fruit,airplane,4,0.38,1,y,1,1871.443033218384,22,2
office,chair,1,0.53,1,y,1,1410.0890159606934,22,2
hotel,lbboy,2,0.0,0,0,2,2000.0,22,2
shirt,flower,4,0.4,1,y,1,1501.4560222625732,22,2
tongue,pencil,4,0.25,1,y,1,1253.3698081970215,22,2
insect,tmierte,2,0.0,0,y,0,1645.1430320739746,22,2
hotel,lobby,1,0.71,1,y,1,1481.0049533843994,22,2
doctor,eusrn,3,0.0,0,n,1,1545.989990234375,22,2
tea,cofefe,2,0.0,0,y,0,1473.7699031829834,22,2
blood,ttllpeae,3,0.0,0,n,1,1383.7578296661375,22,2
phone,light,4,0.2,1,0,2,2000.0,22,2
cloth,apparel,1,0.71,1,y,1,1413.5150909423828,22,2
tea,eceoff,3,0.0,0,n,1,1524.2280960083008,22,2
cloth,paeaplr,3,0.0,0,n,1,1105.5638790130618,22,2
doctor,nruse,2,0.0,0,y,0,1514.2769813537598,22,2
phone,rdaio,2,0.0,0,0,2,2000.0,19,3
bread,laptop,4,0.2,1,n,0,188.57502937316892,19,3
hotel,lobby,1,0.71,1,y,1,1898.1659412384035,19,3
chocolate,biscuit,1,0.59,1,y,1,1540.4140949249268,19,3
truck,ilevehc,3,0.0,0,n,1,1788.0859375,19,3
tea,cofefe,2,0.0,0,y,0,1196.964979171753,19,3
blood,ptaelelt,2,0.0,0,y,0,1883.273124694824,19,3
blood,skirt,4,0.27,1,0,2,2000.0,19,3
guitar,lemon,4,0.36,1,y,1,1086.3568782806396,19,3
fruit,ongrae,2,0.0,0,n,1,1245.0780868530271,19,3
virus,bottle,4,0.47,1,y,1,1267.9719924926758,19,3
engine,tairn,2,0.0,0,n,1,1445.6310272216795,19,3
truck,vehicle,1,0.8,1,y,1,1297.806978225708,19,3
insect,termite,1,0.95,1,y,1,1509.9380016326904,19,3
phone,radio,1,0.63,1,y,1,1097.567081451416,19,3
tennis,scocer,2,0.0,0,n,1,1453.30810546875,19,3
doctor,nruse,2,0.0,0,y,0,1725.3899574279785,19,3
office,iahcr,3,0.0,0,n,1,1049.860954284668,19,3
guitar,iovlni,3,0.0,0,n,1,788.9399528503418,19,3
office,chair,1,0.53,1,y,1,1077.8059959411619,19,3
doctor,nurse,1,0.87,1,n,0,1331.585168838501,19,3
doctor,shampoo,4,0.21,1,y,1,1345.634937286377,19,3
chocolate,ibcstui,3,0.0,0,n,1,946.94185256958,19,3
guitar,voilin,2,0.0,0,y,0,957.1330547332764,19,3
tea,eceoff,3,0.0,0,n,1,1473.832130432129,19,3
blood,ttllpeae,3,0.0,0,n,1,995.729923248291,19,3
phone,light,4,0.2,1,y,1,1885.380983352661,19,3
office,caihr,2,0.0,0,n,1,1403.3300876617432,19,3
doctor,eusrn,3,0.0,0,n,1,828.9780616760254,19,3
engine,train,1,0.63,1,y,1,1061.5720748901367,19,3
shirt,trouser,1,0.9,1,y,1,1357.306957244873,19,3
cloth,apparel,1,0.71,1,n,0,1245.4519271850584,19,3
tennis,rsocce,3,0.0,0,n,1,1224.708080291748,19,3
truck,vclhiee,2,0.0,0,n,1,1973.3879566192627,19,3
phone,adior,3,0.0,0,n,1,1066.4670467376711,19,3
office,jelly,4,0.24,1,y,1,947.329044342041,19,3
chocolate,diary,4,0.27,1,y,1,979.5310497283936,19,3
chocolate,bcsiiut,2,0.0,0,n,1,859.4181537628174,19,3
tennis,soccer,1,0.75,1,y,1,1346.489191055298,19,3
bread,butter,1,0.75,1,y,1,946.425199508667,19,3
insect,tmierte,2,0.0,0,n,1,883.6860656738281,19,3
engine,tnria,3,0.0,0,y,0,1882.5130462646484,19,3
virus,riatcaeb,3,0.0,0,n,1,1994.3809509277344,19,3
fruit,airplane,4,0.38,1,y,1,1123.2249736785886,19,3
shirt,tersuor,2,0.0,0,n,1,1340.9559726715088,19,3
photo,cmarea,2,0.0,0,n,1,1173.3498573303225,19,3
insect,lunch,4,0.22,1,y,1,1013.4708881378174,19,3
bread,utrtbe,3,0.0,0,n,1,1106.4448356628418,19,3
hotel,onion,4,0.44,1,y,1,1093.9619541168213,19,3
insect,ttemier,3,0.0,0,n,1,1347.891092300415,19,3
tongue,muscle,1,0.8,1,y,1,1205.035924911499,19,3
hotel,lbboy,2,0.0,0,n,1,1035.8309745788574,19,3
truck,paper,4,0.24,1,y,1,924.2119789123536,19,3
tongue,selmuc,3,0.0,0,n,1,1269.4480419158936,19,3
fruit,orange,1,0.86,1,y,1,1011.6338729858397,19,3
cloth,charger,4,0.33,1,y,1,1035.7868671417236,19,3
guitar,violin,1,0.86,1,y,1,733.0679893493652,19,3
cloth,aeprpal,2,0.0,0,n,1,947.502851486206,19,3
tea,coffee,1,0.89,1,y,1,1036.9610786437986,19,3
tennis,mouse,4,0.09,1,n,0,1362.0610237121582,19,3
virus,bacteria,1,0.88,1,y,1,1863.0640506744385,19,3
shirt,flower,4,0.4,1,y,1,825.9429931640625,19,3
virus,bieracta,2,0.0,0,n,1,1265.481948852539,19,3
tea,bicycle,4,0.25,1,y,1,1147.90678024292,19,3
blood,platelet,1,0.53,1,y,1,821.537971496582,19,3
photo,raacem,3,0.0,0,n,1,1093.1689739227297,19,3
photo,camera,1,0.59,1,y,1,1565.5109882354736,19,3
shirt,ueortrs,3,0.0,0,n,1,938.101053237915,19,3
cloth,paeaplr,3,0.0,0,n,1,1049.9000549316406,19,3
hotel,bbloy,3,0.0,0,n,1,962.2130393981934,19,3
bread,buettr,2,0.0,0,n,1,849.5211601257324,19,3
engine,skeleton,4,0.12,1,y,1,1049.5119094848633,19,3
fruit,rneaog,3,0.0,0,n,1,1522.1550464630127,19,3
tongue,muslce,2,0.0,0,y,0,1329.7967910766604,19,3
photo,burger,4,0.42,1,0,2,2000.0,19,3
tongue,pencil,4,0.25,1,y,1,1229.9230098724365,19,3
doctor,eusrn,3,0.0,0,n,1,1294.0449714660645,25,4
tongue,muscle,1,0.8,1,y,1,1863.9769554138184,25,4
phone,light,4,0.2,1,y,1,996.1369037628174,25,4
shirt,flower,4,0.4,1,y,1,780.9760570526123,25,4
office,chair,1,0.53,1,y,1,886.02614402771,25,4
cloth,charger,4,0.33,1,y,1,1477.2059917449951,25,4
office,iahcr,3,0.0,0,n,1,1790.0540828704834,25,4
insect,tmierte,2,0.0,0,n,1,1379.3108463287354,25,4
shirt,trouser,1,0.9,1,y,1,1341.7620658874514,25,4
photo,cmarea,2,0.0,0,y,0,1197.6580619812014,25,4
engine,tnria,3,0.0,0,n,1,1136.3379955291748,25,4
hotel,lobby,1,0.71,1,y,1,1285.8500480651855,25,4
engine,skeleton,4,0.12,1,y,1,1139.3890380859375,25,4
tea,coffee,1,0.89,1,y,1,950.6070613861084,25,4
phone,radio,1,0.63,1,y,1,1173.4681129455564,25,4
blood,ttllpeae,3,0.0,0,n,1,1052.2189140319824,25,4
hotel,onion,4,0.44,1,y,1,716.2301540374756,25,4
tongue,selmuc,3,0.0,0,n,1,924.103021621704,25,4
tea,cofefe,2,0.0,0,y,0,702.4750709533691,25,4
doctor,nruse,2,0.0,0,y,0,1128.8149356842039,25,4
hotel,bbloy,3,0.0,0,n,1,954.270839691162,25,4
chocolate,biscuit,1,0.59,1,y,1,1788.5780334472656,25,4
blood,ptaelelt,2,0.0,0,y,0,1556.0290813446045,25,4
bread,buettr,2,0.0,0,y,0,1127.5959014892578,25,4
guitar,iovlni,3,0.0,0,n,1,881.1130523681641,25,4
fruit,ongrae,2,0.0,0,n,1,1349.412202835083,25,4
phone,adior,3,0.0,0,n,1,1435.5731010437012,25,4
blood,platelet,1,0.53,1,n,0,1685.5061054229736,25,4
bread,butter,1,0.75,1,y,1,1145.5471515655518,25,4
tea,bicycle,4,0.25,1,y,1,956.312894821167,25,4
engine,tairn,2,0.0,0,n,1,1357.9540252685547,25,4
chocolate,ibcstui,3,0.0,0,n,1,1012.2499465942384,25,4
insect,lunch,4,0.22,1,n,0,1069.2341327667236,25,4
hotel,lbboy,2,0.0,0,n,1,1176.1589050292966,25,4
phone,rdaio,2,0.0,0,n,1,1213.5028839111328,25,4
tongue,muslce,2,0.0,0,y,0,860.023021697998,25,4
bread,utrtbe,3,0.0,0,n,1,1209.4109058380127,25,4
tennis,scocer,2,0.0,0,y,0,1509.4878673553467,25,4
photo,burger,4,0.42,1,y,1,1439.2471313476562,25,4
virus,riatcaeb,3,0.0,0,n,1,1109.2169284820557,25,4
tea,eceoff,3,0.0,0,n,1,917.3929691314696,25,4
fruit,airplane,4,0.38,1,y,1,1153.9919376373289,25,4
engine,train,1,0.63,1,y,1,866.2199974060059,25,4
photo,camera,1,0.59,1,y,1,684.5159530639647,25,4
tennis,soccer,1,0.75,1,y,1,1005.3651332855223,25,4
doctor,nurse,1,0.87,1,y,1,771.3730335235596,25,4
virus,bieracta,2,0.0,0,n,1,1259.5129013061526,25,4
blood,skirt,4,0.27,1,y,1,892.2510147094728,25,4
virus,bacteria,1,0.88,1,y,1,689.7308826446533,25,4
tennis,rsocce,3,0.0,0,n,1,817.6958560943604,25,4
truck,ilevehc,3,0.0,0,n,1,851.5398502349854,25,4
bread,laptop,4,0.2,1,y,1,836.0099792480469,25,4
guitar,voilin,2,0.0,0,y,0,842.3449993133545,25,4
guitar,lemon,4,0.36,1,y,1,727.3850440979004,25,4
tongue,pencil,4,0.25,1,y,1,627.3288726806642,25,4
fruit,orange,1,0.86,1,y,1,629.1491985321045,25,4
guitar,violin,1,0.86,1,y,1,629.1549205780028,25,4
fruit,rneaog,3,0.0,0,n,1,797.2581386566162,25,4
chocolate,diary,4,0.27,1,y,1,635.0300312042236,25,4
chocolate,bcsiiut,2,0.0,0,n,1,651.9250869750978,25,4
insect,termite,1,0.95,1,y,1,618.243932723999,25,4
truck,paper,4,0.24,1,y,1,626.3718605041504,25,4
cloth,paeaplr,3,0.0,0,n,1,820.1801776885986,25,4
shirt,ueortrs,3,0.0,0,n,1,797.7991104125978,25,4
shirt,tersuor,2,0.0,0,n,1,813.1711483001709,25,4
virus,bottle,4,0.47,1,y,1,893.319845199585,25,4
tennis,mouse,4,0.09,1,y,1,685.7430934906007,25,4
truck,vehicle,1,0.8,1,y,1,772.68385887146,25,4
photo,raacem,3,0.0,0,n,1,685.6129169464111,25,4
truck,vclhiee,2,0.0,0,n,1,805.3290843963623,25,4
office,jelly,4,0.24,1,y,1,893.8300609588623,25,4
office,caihr,2,0.0,0,n,1,693.6380863189697,25,4
doctor,shampoo,4,0.21,1,y,1,668.4861183166504,25,4
insect,ttemier,3,0.0,0,n,1,709.7458839416504,25,4
cloth,apparel,1,0.71,1,n,0,929.3601512908936,25,4
cloth,aeprpal,2,0.0,0,y,0,1048.6478805541992,25,4
tongue,selmuc,3,0.0,0,0,2,2000.0,20,5
tea,eceoff,3,0.0,0,0,2,2000.0,20,5
fruit,rneaog,3,0.0,0,0,2,2000.0,20,5
tea,coffee,1,0.89,1,0,2,2000.0,20,5
hotel,onion,4,0.44,1,0,2,2000.0,20,5
guitar,voilin,2,0.0,0,y,0,1954.8330307006838,20,5
engine,tairn,2,0.0,0,0,2,2000.0,20,5
guitar,lemon,4,0.36,1,0,2,2000.0,20,5
virus,riatcaeb,3,0.0,0,0,2,2000.0,20,5
tea,bicycle,4,0.25,1,n,0,199.3539333343506,20,5
fruit,ongrae,2,0.0,0,n,1,1536.4420413970947,20,5
blood,ttllpeae,3,0.0,0,n,1,1205.3439617156982,20,5
doctor,eusrn,3,0.0,0,n,1,1059.3729019165041,20,5
insect,tmierte,2,0.0,0,n,1,1067.162036895752,20,5
office,chair,1,0.53,1,y,1,1733.8459491729736,20,5
phone,light,4,0.2,1,y,1,1289.7191047668455,20,5
photo,raacem,3,0.0,0,n,1,1177.87504196167,20,5
tennis,soccer,1,0.75,1,y,1,977.7870178222656,20,5
insect,termite,1,0.95,1,y,1,1058.5877895355222,20,5
chocolate,bcsiiut,2,0.0,0,n,1,1048.8271713256836,20,5
office,iahcr,3,0.0,0,n,1,785.97092628479,20,5
virus,bieracta,2,0.0,0,n,1,1050.2088069915774,20,5
photo,camera,1,0.59,1,y,1,842.0300483703612,20,5
tennis,scocer,2,0.0,0,y,0,740.0550842285156,20,5
tennis,mouse,4,0.09,1,y,1,711.6360664367676,20,5
tea,cofefe,2,0.0,0,y,0,644.1700458526611,20,5
chocolate,ibcstui,3,0.0,0,n,1,583.4860801696777,20,5
office,jelly,4,0.24,1,y,1,682.2888851165771,20,5
truck,ilevehc,3,0.0,0,n,1,619.5530891418458,20,5
virus,bacteria,1,0.88,1,y,1,747.6460933685303,20,5
phone,adior,3,0.0,0,y,0,1205.50799369812,20,5
bread,laptop,4,0.2,1,y,1,1345.439910888672,20,5
hotel,lbboy,2,0.0,0,n,1,940.5848979949952,20,5
chocolate,diary,4,0.27,1,y,1,796.6809272766112,20,5
blood,ptaelelt,2,0.0,0,y,0,1141.416072845459,20,5
cloth,aeprpal,2,0.0,0,n,1,1345.0760841369631,20,5
hotel,bbloy,3,0.0,0,n,1,852.2899150848389,20,5
fruit,orange,1,0.86,1,y,1,893.3100700378418,20,5
guitar,iovlni,3,0.0,0,n,1,724.8399257659912,20,5
engine,skeleton,4,0.12,1,y,1,965.1191234588623,20,5
bread,butter,1,0.75,1,y,1,957.8051567077637,20,5
doctor,nurse,1,0.87,1,y,1,765.4531002044678,20,5
shirt,tersuor,2,0.0,0,n,1,1077.383041381836,20,5
cloth,charger,4,0.33,1,y,1,948.753833770752,20,5
engine,train,1,0.63,1,y,1,1381.5090656280518,20,5
truck,vclhiee,2,0.0,0,n,1,1380.8400630950928,20,5
insect,lunch,4,0.22,1,y,1,1461.4901542663574,20,5
phone,radio,1,0.63,1,y,1,1227.8199195861814,20,5
chocolate,biscuit,1,0.59,1,y,1,876.7590522766112,20,5
fruit,airplane,4,0.38,1,y,1,1157.2492122650144,20,5
photo,cmarea,2,0.0,0,n,1,1121.8688488006592,20,5
bread,buettr,2,0.0,0,y,0,834.8388671875,20,5
blood,platelet,1,0.53,1,n,0,831.6841125488281,20,5
hotel,lobby,1,0.71,1,y,1,1110.6019020080566,20,5
shirt,flower,4,0.4,1,y,1,853.0418872833252,20,5
tongue,pencil,4,0.25,1,y,1,637.1860504150392,20,5
bread,utrtbe,3,0.0,0,n,1,950.0038623809814,20,5
tongue,muscle,1,0.8,1,y,1,781.2709808349609,20,5
doctor,shampoo,4,0.21,1,y,1,948.361873626709,20,5
virus,bottle,4,0.47,1,y,1,792.5240993499756,20,5
cloth,apparel,1,0.71,1,y,1,805.4320812225342,20,5
cloth,paeaplr,3,0.0,0,n,1,1005.4631233215332,20,5
engine,tnria,3,0.0,0,n,1,965.4741287231444,20,5
guitar,violin,1,0.86,1,y,1,676.440954208374,20,5
tongue,muslce,2,0.0,0,y,0,732.4550151824951,20,5
phone,rdaio,2,0.0,0,y,0,1300.508975982666,20,5
office,caihr,2,0.0,0,n,1,1280.3409099578855,20,5
insect,ttemier,3,0.0,0,n,1,1083.7440490722656,20,5
truck,paper,4,0.24,1,y,1,1044.0900325775146,20,5
shirt,ueortrs,3,0.0,0,n,1,876.2719631195067,20,5
photo,burger,4,0.42,1,y,1,1156.0750007629395,20,5
shirt,trouser,1,0.9,1,y,1,1041.798114776611,20,5
blood,skirt,4,0.27,1,y,1,1091.425895690918,20,5
tennis,rsocce,3,0.0,0,n,1,844.6822166442871,20,5
doctor,nruse,2,0.0,0,y,0,981.497049331665,20,5
truck,vehicle,1,0.8,1,n,0,1840.397834777832,20,5
cloth,paeaplr,3,0.0,0,n,1,1399.9531269073486,19,6
photo,raacem,3,0.0,0,n,1,1168.5459613800047,19,6
bread,laptop,4,0.2,1,y,1,1125.4820823669434,19,6
hotel,bbloy,3,0.0,0,n,1,790.024995803833,19,6
virus,bacteria,1,0.88,1,y,1,1173.715114593506,19,6
insect,termite,1,0.95,1,y,1,996.0498809814453,19,6
guitar,lemon,4,0.36,1,y,1,685.2009296417236,19,6
tongue,selmuc,3,0.0,0,n,1,1013.3500099182128,19,6
tennis,rsocce,3,0.0,0,n,1,1022.0949649810792,19,6
shirt,ueortrs,3,0.0,0,n,1,877.2540092468263,19,6
cloth,charger,4,0.33,1,y,1,1038.0070209503174,19,6
bread,buettr,2,0.0,0,y,0,660.2771282196045,19,6
office,jelly,4,0.24,1,y,1,705.3351402282715,19,6
fruit,ongrae,2,0.0,0,y,0,637.5298500061035,19,6
doctor,shampoo,4,0.21,1,y,1,993.1089878082277,19,6
guitar,voilin,2,0.0,0,y,0,869.5790767669678,19,6
tea,eceoff,3,0.0,0,n,1,792.6700115203857,19,6
blood,skirt,4,0.27,1,y,1,717.5509929656982,19,6
truck,ilevehc,3,0.0,0,n,1,701.5149593353271,19,6
tea,cofefe,2,0.0,0,y,0,630.3329467773438,19,6
guitar,iovlni,3,0.0,0,n,1,1080.5039405822754,19,6
blood,ptaelelt,2,0.0,0,n,1,1117.0508861541748,19,6
tennis,scocer,2,0.0,0,y,0,724.2310047149658,19,6
insect,ttemier,3,0.0,0,n,1,720.3109264373779,19,6
phone,light,4,0.2,1,y,1,621.8819618225098,19,6
tennis,mouse,4,0.09,1,y,1,1014.024019241333,19,6
cloth,aeprpal,2,0.0,0,n,1,932.5459003448486,19,6
doctor,nurse,1,0.87,1,y,1,685.4510307312013,19,6
phone,rdaio,2,0.0,0,y,0,845.8108901977539,19,6
truck,vclhiee,2,0.0,0,n,1,599.776029586792,19,6
truck,vehicle,1,0.8,1,y,1,580.0979137420653,19,6
engine,tairn,2,0.0,0,y,0,805.4471015930176,19,6
photo,burger,4,0.42,1,y,1,633.3420276641847,19,6
bread,utrtbe,3,0.0,0,n,1,1094.1760540008543,19,6
tongue,muscle,1,0.8,1,y,1,749.9430179595947,19,6
photo,camera,1,0.59,1,y,1,645.6818580627441,19,6
office,iahcr,3,0.0,0,n,1,677.4649620056152,19,6
cloth,apparel,1,0.71,1,y,1,885.6332302093506,19,6
doctor,nruse,2,0.0,0,y,0,637.5029087066649,19,6
shirt,flower,4,0.4,1,y,1,999.6249675750732,19,6
fruit,rneaog,3,0.0,0,n,1,853.2390594482422,19,6
chocolate,bcsiiut,2,0.0,0,n,1,1037.161111831665,19,6
guitar,violin,1,0.86,1,y,1,685.2231025695802,19,6
insect,tmierte,2,0.0,0,n,1,1206.1319351196291,19,6
virus,riatcaeb,3,0.0,0,n,1,1019.4308757781982,19,6
engine,tnria,3,0.0,0,n,1,990.0507926940918,19,6
tongue,pencil,4,0.25,1,y,1,989.4049167633057,19,6
hotel,onion,4,0.44,1,n,0,742.3160076141357,19,6
chocolate,biscuit,1,0.59,1,y,1,848.9489555358888,19,6
shirt,tersuor,2,0.0,0,n,1,643.779993057251,19,6
blood,platelet,1,0.53,1,y,1,741.7151927947998,19,6
bread,butter,1,0.75,1,y,1,781.9411754608154,19,6
